FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
H46A1505,捷寶實業有限公司電鍍廠,2015年第3季,0.75,公噸,0,公噸,0,公噸,0,公噸,完成核算
G3200205,合山實業股份有限公司,2015年第3季,0,公噸,1.255,公噸,0,公噸,0,公噸,完成季登錄確認
F15A6106,岱庚企業股份有限公司,2015年第3季,0.078,公噸,0,公噸,0,公噸,0,公噸,完成核算
D32B4134,穎暉機械股份有限公司,2015年第3季,1.314,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9801041,大化實業股份有限公司,2015年第3季,0.26,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9202093,川智股份有限公司,2015年第3季,0.981,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9104029,志陽工業股份有限公司,2015年第3季,0.406,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8802151,三晃股份有限公司大甲廠,2015年第3季,0,公噸,0.155,公噸,0,公噸,0,公噸,完成季登錄確認
B8603998,光軒科技塑膠股份有限公司一廠,2015年第3季,0.082,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603890,利達塑膠廠,2015年第3季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603881,仟百合工業社,2015年第3季,0.021,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603694,藝昌實業股份有限公司,2015年第3季,0.012,公噸,0,公噸,0,公噸,0,公噸,完成核算
B24B7118,國慶化學股份有限公司台中廠,2015年第3季,0,公噸,0.009,公噸,0,公噸,0,公噸,完成季登錄確認
B21A1247,通文順氣動馬達製造有限公司,2015年第3季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0301844,台富動物處理有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算
B0101291,永山宏興業有限公司,2015年第3季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0002739,羅杰塑膠科技股份有限公司,2015年第3季,0.143,公噸,0,公噸,0.119,公噸,0.082,公噸,完成核算
T6403120,興磊砂石有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T57A0416,翔明國際股份有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T51A0327,柏元企業行,2015年第2季,0,公噸,12.757,公噸,0,公噸,0,公噸,完成申報
T5006243,富喬砂石有限公司,2015年第2季,0,公噸,2.712,公噸,0,公噸,0,公噸,完成申報
T5001944,協震有限公司屏東廠,2015年第2季,0,公噸,20.356,公噸,0,公噸,0,公噸,完成申報
T5001720,富晟企業行,2015年第2季,0,公噸,11.557,公噸,0,公噸,0,公噸,完成申報
T5000134,廣豐工業股份有限公司里港廠,2015年第2季,0,公噸,21.015,公噸,0,公噸,0,公噸,完成申報
T48A0041,大陸砂石行有限公司麟洛廠,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T42A2691,玖峰開發股份有限公司,2015年第2季,0,公噸,0.072,公噸,0,公噸,0,公噸,完成申報
S3004695,將嘉實業有限公司,2015年第2季,0,公噸,13.725,公噸,0,公噸,0,公噸,完成補件
S2202464,瑞利企業股份有限公司,2015年第2季,0.958,公噸,0,公噸,0,公噸,0.061,公噸,完成核算
Q69A4601,花果椿妝股份有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
Q68A1860,台灣糖業股份有限公司生物科技事業部大林生技廠食品廠區,2015年第2季,0.001,公噸,0,公噸,0.004,公噸,0.114,公噸,完成核算
P52A1229,利興水泥製品股份有限公司,2015年第2季,0,公噸,0,公噸,0.086,公噸,0.059,公噸,完成核算
O17L2435,嘉晶電子股份有限公司磊新廠,2015年第2季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算
O17L1714,晶元光電股份有限公司R1廠,2015年第2季,0.002,公噸,0,公噸,0.096,公噸,0.303,公噸,完成核算
M33A6131,三晃股份有限公司南崗廠,2015年第2季,1.596,公噸,0.394,公噸,1.264,公噸,3.499,公噸,完成核算
L89A0249,笠毅工業股份有限公司,2015年第2季,1.333,公噸,0,公噸,0,公噸,0,公噸,完成核算
L0411341,華富工業有限公司,2015年第2季,0,公噸,0,公噸,0.01,公噸,0.007,公噸,完成核算
J61A1769,弘技實業有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成補件
J5800692,怡星企業股份有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
I26B5278,聖荷西旅館有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0.003,公噸,完成核算
H51B2321,三晃股份有限公司,2015年第2季,0,公噸,0.116,公噸,0,公噸,0,公噸,完成季登錄確認
H46A3571,三禧企業有限公司,2015年第2季,0.028,公噸,0,公噸,0,公噸,0,公噸,完成核算
H46A1505,捷寶實業有限公司電鍍廠,2015年第2季,0.15,公噸,0,公噸,0,公噸,0,公噸,完成核算
F15A6106,岱庚企業股份有限公司,2015年第2季,0.076,公噸,0,公噸,0,公噸,0,公噸,完成核算
D32B4134,穎暉機械股份有限公司,2015年第2季,1.289,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9801041,大化實業股份有限公司,2015年第2季,0.294,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9202093,川智股份有限公司,2015年第2季,1.251,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9104029,志陽工業股份有限公司,2015年第2季,0.41,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8802151,三晃股份有限公司大甲廠,2015年第2季,0,公噸,0.135,公噸,0,公噸,0,公噸,完成季登錄確認
B8603998,光軒科技塑膠股份有限公司一廠,2015年第2季,0.058,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603890,利達塑膠廠,2015年第2季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603881,仟百合工業社,2015年第2季,0.021,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603694,藝昌實業股份有限公司,2015年第2季,0.012,公噸,0,公噸,0,公噸,0,公噸,完成核算
B24B7118,國慶化學股份有限公司台中廠,2015年第2季,0,公噸,0.009,公噸,0,公噸,0,公噸,完成季登錄確認
B21A1247,通文順氣動馬達製造有限公司,2015年第2季,0.005,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0301844,台富動物處理有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
B0101291,永山宏興業有限公司,2015年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0002739,羅杰塑膠科技股份有限公司,2015年第2季,0.16,公噸,0,公噸,0.114,公噸,0.079,公噸,完成核算
T6403120,興磊砂石有限公司,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T57A0416,翔明國際股份有限公司,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T51A0327,柏元企業行,2015年第1季,0,公噸,12.762,公噸,0,公噸,0,公噸,完成申報
T5006243,富喬砂石有限公司,2015年第1季,0,公噸,2.615,公噸,0,公噸,0,公噸,完成申報
T5001944,協震有限公司屏東廠,2015年第1季,0,公噸,13.143,公噸,0,公噸,0,公噸,完成申報
T5001720,富晟企業行,2015年第1季,0,公噸,8.265,公噸,0,公噸,0,公噸,完成申報
T5000134,廣豐工業股份有限公司里港廠,2015年第1季,0,公噸,18.929,公噸,0,公噸,0,公噸,完成申報
T48A0041,大陸砂石行有限公司麟洛廠,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T42A2691,玖峰開發股份有限公司,2015年第1季,0,公噸,0.072,公噸,0,公噸,0,公噸,完成申報
S2202464,瑞利企業股份有限公司,2015年第1季,0.741,公噸,0,公噸,0,公噸,0.066,公噸,完成核算
Q68A1860,台灣糖業股份有限公司生物科技事業部大林生技廠食品廠區,2015年第1季,0.001,公噸,0,公噸,0.004,公噸,0.114,公噸,完成核算
P52A1229,利興水泥製品股份有限公司,2015年第1季,0,公噸,0,公噸,0.086,公噸,0.059,公噸,完成核算
O17L2435,嘉晶電子股份有限公司磊新廠,2015年第1季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算
O17L1714,晶元光電股份有限公司R1廠,2015年第1季,0.018,公噸,0,公噸,0.123,公噸,0.383,公噸,完成核算
M33A6131,三晃股份有限公司南崗廠,2015年第1季,1.116,公噸,0.526,公噸,1.911,公噸,5.175,公噸,完成核算
L89A0249,笠毅工業股份有限公司,2015年第1季,1.228,公噸,0,公噸,0,公噸,0,公噸,完成核算
L0411341,華富工業有限公司,2015年第1季,0,公噸,0,公噸,0.011,公噸,0.008,公噸,完成核算
J61A1769,弘技實業有限公司,2015年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
I26B5278,聖荷西旅館有限公司,2015年第1季,0,公噸,0,公噸,0,公噸,0.004,公噸,完成核算
H51B2321,三晃股份有限公司,2015年第1季,0,公噸,0.113,公噸,0,公噸,0,公噸,完成季登錄確認
H46A3571,三禧企業有限公司,2015年第1季,0.023,公噸,0,公噸,0,公噸,0,公噸,完成核算
F15A6106,岱庚企業股份有限公司,2015年第1季,0.054,公噸,0,公噸,0,公噸,0,公噸,完成核算
D32B4134,穎暉機械股份有限公司,2015年第1季,1.28,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9801041,大化實業股份有限公司,2015年第1季,0.386,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9202093,川智股份有限公司,2015年第1季,1.033,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9104029,志陽工業股份有限公司,2015年第1季,0.296,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8802151,三晃股份有限公司大甲廠,2015年第1季,0,公噸,0.093,公噸,0,公噸,0,公噸,完成季登錄確認
B8603998,光軒科技塑膠股份有限公司一廠,2015年第1季,0.052,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603890,利達塑膠廠,2015年第1季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603881,仟百合工業社,2015年第1季,0.021,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603694,藝昌實業股份有限公司,2015年第1季,0.012,公噸,0,公噸,0,公噸,0,公噸,完成核算
B24B7118,國慶化學股份有限公司台中廠,2015年第1季,0,公噸,0.015,公噸,0,公噸,0,公噸,完成季登錄確認
B21A1247,通文順氣動馬達製造有限公司,2015年第1季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0301844,台富動物處理有限公司,2015年第1季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
B0002739,羅杰塑膠科技股份有限公司,2015年第1季,0.208,公噸,0,公噸,0.147,公噸,0.102,公噸,完成核算
T57A0416,翔明國際股份有限公司,2014年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T48A0041,大陸砂石行有限公司麟洛廠,2014年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T42A2691,玖峰開發股份有限公司,2014年第4季,0,公噸,0.072,公噸,0,公噸,0,公噸,完成申報
S2202464,瑞利企業股份有限公司,2014年第4季,1.282,公噸,0,公噸,0,公噸,0.08,公噸,完成核算
Q68A1860,台灣糖業股份有限公司生物科技事業部大林生技廠食品廠區,2014年第4季,0.001,公噸,0,公噸,0.006,公噸,0.142,公噸,完成核算
P52A1229,利興水泥製品股份有限公司,2014年第4季,0,公噸,0,公噸,0.171,公噸,0.119,公噸,完成核算
O17L1714,晶元光電股份有限公司R1廠,2014年第4季,0.207,公噸,0,公噸,0.15,公噸,0.487,公噸,完成核算
M33A6131,三晃股份有限公司南崗廠,2014年第4季,1.529,公噸,0.906,公噸,2.384,公噸,6.49,公噸,完成核算
L89A0249,笠毅工業股份有限公司,2014年第4季,1.087,公噸,0,公噸,0,公噸,0,公噸,完成核算
L0411341,華富工業有限公司,2014年第4季,0,公噸,0,公噸,0.008,公噸,0.005,公噸,完成核算
H51B2321,三晃股份有限公司,2014年第4季,0,公噸,0.116,公噸,0,公噸,0,公噸,完成年申報審查
F15A6106,岱庚企業股份有限公司,2014年第4季,0.087,公噸,0,公噸,0,公噸,0,公噸,完成核算
F1102909,全定化學工業有限公司汐止廠,2014年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成年申報審查
B9801041,大化實業股份有限公司,2014年第4季,0.528,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9202093,川智股份有限公司,2014年第4季,1.722,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8802151,三晃股份有限公司大甲廠,2014年第4季,0,公噸,0.107,公噸,0,公噸,0,公噸,完成年申報審查
B8603998,光軒科技塑膠股份有限公司一廠,2014年第4季,0.078,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603890,利達塑膠廠,2014年第4季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603881,仟百合工業社,2014年第4季,0.021,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603694,藝昌實業股份有限公司,2014年第4季,0.012,公噸,0,公噸,0,公噸,0,公噸,完成核算
B24B7118,國慶化學股份有限公司台中廠,2014年第4季,0,公噸,0.001,公噸,0,公噸,0,公噸,完成年申報審查
B21A1247,通文順氣動馬達製造有限公司,2014年第4季,0.005,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0301844,台富動物處理有限公司,2014年第4季,0,公噸,0,公噸,0,公噸,0.002,公噸,完成核算
B0002739,羅杰塑膠科技股份有限公司,2014年第4季,0.157,公噸,0,公噸,0.133,公噸,0.092,公噸,完成核算
T57A0416,翔明國際股份有限公司,2014年第3季,0,公噸,0.001,公噸,0,公噸,0,公噸,完成申報
T48A0041,大陸砂石行有限公司麟洛廠,2014年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T42A2691,玖峰開發股份有限公司,2014年第3季,0,公噸,0.072,公噸,0,公噸,0,公噸,完成申報
S2202464,瑞利企業股份有限公司,2014年第3季,0.834,公噸,0,公噸,0,公噸,0.071,公噸,完成核算
Q68A1860,台灣糖業股份有限公司生物科技事業部大林生技廠食品廠區,2014年第3季,0.001,公噸,0,公噸,0.003,公噸,0.071,公噸,完成核算
P52A1229,利興水泥製品股份有限公司,2014年第3季,0,公噸,0,公噸,0.086,公噸,0.059,公噸,完成核算
P4700259,佳穎實業股份有限公司斗南廠,2014年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算
O17L1714,晶元光電股份有限公司R1廠,2014年第3季,0.284,公噸,0,公噸,0.231,公噸,0.466,公噸,完成核算
M33A6131,三晃股份有限公司南崗廠,2014年第3季,1.136,公噸,0.491,公噸,1.329,公噸,3.58,公噸,完成核算
L89A0249,笠毅工業股份有限公司,2014年第3季,1.133,公噸,0,公噸,0,公噸,0,公噸,完成核算
L0411341,華富工業有限公司,2014年第3季,0,公噸,0,公噸,0.009,公噸,0.006,公噸,完成核算
H51B2321,三晃股份有限公司,2014年第3季,0,公噸,0.112,公噸,0,公噸,0,公噸,完成年申報審查
F15A6106,岱庚企業股份有限公司,2014年第3季,0.095,公噸,0,公噸,0,公噸,0,公噸,完成核算
F1102909,全定化學工業有限公司汐止廠,2014年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成年申報審查
B9801041,大化實業股份有限公司,2014年第3季,0.516,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9202093,川智股份有限公司,2014年第3季,0.971,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8802151,三晃股份有限公司大甲廠,2014年第3季,0,公噸,0.136,公噸,0,公噸,0,公噸,完成年申報審查
B8603998,光軒科技塑膠股份有限公司一廠,2014年第3季,0.079,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603890,利達塑膠廠,2014年第3季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603881,仟百合工業社,2014年第3季,0.021,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603694,藝昌實業股份有限公司,2014年第3季,0.012,公噸,0,公噸,0,公噸,0,公噸,完成核算
B24B7118,國慶化學股份有限公司台中廠,2014年第3季,0,公噸,0.015,公噸,0,公噸,0,公噸,完成年申報審查
B21A1247,通文順氣動馬達製造有限公司,2014年第3季,0.006,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0301844,台富動物處理有限公司,2014年第3季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算
B0002739,羅杰塑膠科技股份有限公司,2014年第3季,0.164,公噸,0,公噸,0.133,公噸,0.092,公噸,完成核算
T57A0416,翔明國際股份有限公司,2014年第2季,0,公噸,0.01,公噸,0,公噸,0,公噸,完成申報
T48A0041,大陸砂石行有限公司麟洛廠,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T42A2691,玖峰開發股份有限公司,2014年第2季,0,公噸,0.072,公噸,0,公噸,0,公噸,完成申報
S2202464,瑞利企業股份有限公司,2014年第2季,0.806,公噸,0,公噸,0,公噸,0.075,公噸,完成核算
Q68A1860,台灣糖業股份有限公司生物科技事業部大林生技廠食品廠區,2014年第2季,0.001,公噸,0,公噸,0.004,公噸,0.103,公噸,完成核算
P52A1229,利興水泥製品股份有限公司,2014年第2季,0,公噸,0,公噸,0.171,公噸,0.119,公噸,完成核算
O17L1714,晶元光電股份有限公司R1廠,2014年第2季,0.32,公噸,0,公噸,0.221,公噸,0.457,公噸,完成核算
M33A6131,三晃股份有限公司南崗廠,2014年第2季,0.961,公噸,0.296,公噸,1.375,公噸,3.7,公噸,完成核算
L89A0249,笠毅工業股份有限公司,2014年第2季,1.098,公噸,0,公噸,0,公噸,0,公噸,完成核算
L0411341,華富工業有限公司,2014年第2季,0,公噸,0,公噸,0.01,公噸,0.007,公噸,完成核算
H51B2321,三晃股份有限公司,2014年第2季,0,公噸,0.114,公噸,0,公噸,0,公噸,完成年申報審查
F15A6106,岱庚企業股份有限公司,2014年第2季,0.071,公噸,0,公噸,0,公噸,0,公噸,完成核算
F1102909,全定化學工業有限公司汐止廠,2014年第2季,0,公噸,0,公噸,0,公噸,0,公噸,完成年申報審查
B9801041,大化實業股份有限公司,2014年第2季,0.391,公噸,0,公噸,0,公噸,0,公噸,完成核算
B9202093,川智股份有限公司,2014年第2季,1.948,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8802151,三晃股份有限公司大甲廠,2014年第2季,0,公噸,0.115,公噸,0,公噸,0,公噸,完成年申報審查
B8603998,光軒科技塑膠股份有限公司一廠,2014年第2季,0.072,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603890,利達塑膠廠,2014年第2季,0.007,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603881,仟百合工業社,2014年第2季,0.021,公噸,0,公噸,0,公噸,0,公噸,完成核算
B8603694,藝昌實業股份有限公司,2014年第2季,0.012,公噸,0,公噸,0,公噸,0,公噸,完成核算
B24B7118,國慶化學股份有限公司台中廠,2014年第2季,0,公噸,0.017,公噸,0,公噸,0,公噸,完成年申報審查
B21A1247,通文順氣動馬達製造有限公司,2014年第2季,0.004,公噸,0,公噸,0,公噸,0,公噸,完成核算
B0301844,台富動物處理有限公司,2014年第2季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算
B0002739,羅杰塑膠科技股份有限公司,2014年第2季,0.303,公噸,0,公噸,0.171,公噸,0.119,公噸,完成核算
T57A0416,翔明國際股份有限公司,2014年第1季,0,公噸,0.015,公噸,0,公噸,0,公噸,完成申報
T48A0041,大陸砂石行有限公司麟洛廠,2014年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T42A2691,玖峰開發股份有限公司,2014年第1季,0,公噸,0.072,公噸,0,公噸,0,公噸,完成申報
S2202464,瑞利企業股份有限公司,2014年第1季,1.008,公噸,0,公噸,0,公噸,0.081,公噸,完成核算
Q68A1860,台灣糖業股份有限公司生物科技事業部大林生技廠食品廠區,2014年第1季,0.001,公噸,0,公噸,0.004,公噸,0.124,公噸,完成核算
P52A1229,利興水泥製品股份有限公司,2014年第1季,0,公噸,0,公噸,0.171,公噸,0.119,公噸,完成核算
